Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Eerste omschrijving;2014;2015;2016;2017;2018;2019
BP2014_2019-2/GBB-CBS/0310-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0310-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten; 1.733,08; 17.000,00; 17.000,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0310-00/7330100/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0310-00;7330100;IE-GEEN;Op rioolnet aangesloten en aansluitbare gebouwen; 23.800,00; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0310-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0310-00;7406999;IE-GEEN;Overige specifieke projectsubsidies; 6.403,00;;; 14.000,00;;
BP2014_2019-2/GBB-CBS/0319-00/6103510/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0319-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â¦); 15.153,94; 20.740,00; 20.000,00; 20.000,00; 20.000,00; 20.000,00
BP2014_2019-2/GBB-CBS/0319-00/6400005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0319-00;6400005;IE-GEEN;Belastingen op polders en wateringen; 280,72; 260,00; 260,00; 260,00; 260,00; 260,00
BP2014_2019-2/GBB-CBS/0319-00/7330200/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0319-00;7330200;IE-GEEN;Op waterleidingsnet aangesloten en aansluitbare gebouwen; 210.323,66; 0,00;;;;
BP2014_2019-2/GBB-CBS/0319-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0319-00;7406999;IE-GEEN;Overige specifieke projectsubsidies; 20.000,00; 20.000,00; 20.000,00; 20.000,00; 20.000,00; 20.000,00
BP2014_2019-2/GBB-CBS/0320-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0320-00;6139999;IE-GEEN;Analyses oppervlaktewater;; 0,00; 6.600,00; 0,00; 0,00; 6.600,00
BP2014_2019-2/GBB-CBS/0320-00/6491000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0320-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen; 625,00; 750,00; 750,00; 750,00; 750,00; 750,00
BP2014_2019-2/GBB-CBS/0329-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0329-00;6001000;IE-GEEN;Aankoop technisch materiaal; 3.623,07; 3.000,00;;;;
BP2014_2019-2/GBB-CBS/0341-00/2140007/BESTUUR/CBS/IE6/U;GBB-CBS;0341-00;2140007;IE6;Plannen en studies - Activa in aanbouw; 16.303,00; 22.161,00;;;;
BP2014_2019-2/GBB-CBS/0341-00/6170001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0341-00;6170001;IE-GEEN;Vergoeding aan personen ter beschikking gesteld van het bestuur; 8.912,27; 8.900,00; 8.900,00; 8.900,00; 8.900,00; 8.900,00
BP2014_2019-2/GBB-CBS/0341-00/7405002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0341-00;7405002;IE-GEEN;Personeelssubsidies algemeen;; 8.900,00; 8.900,00; 8.900,00; 8.900,00; 8.900,00
BP2014_2019-2/GBB-CBS/0390-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 0,79; 0,50; 0,50; 0,50; 0,50; 0,50
BP2014_2019-2/GBB-CBS/0390-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 32.598,73; 34.968,07; 35.842,27; 36.738,33; 37.656,79; 38.598,21
BP2014_2019-2/GBB-CBS/0390-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 2.224,52;;;;;
BP2014_2019-2/GBB-CBS/0390-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel; 16.562,90; 22.233,76; 22.132,00; 22.685,30; 23.252,30; 23.833,74
BP2014_2019-2/GBB-CBS/0390-00/6203100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6203100;IE-GEEN;Vakantiegeld contractuelen; 1.269,28;;;;;
BP2014_2019-2/GBB-CBS/0390-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 13.255,19; 14.000,00; 14.084,00; 14.436,10; 14.869,18; 15.240,91
BP2014_2019-2/GBB-CBS/0390-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0390-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen; 5.201,87; 6.816,26; 6.986,66; 7.161,32; 7.340,36; 7.523,86
BP2014_2019-2/GBB-CBS/0390-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 233,20; 237,86; 242,62; 247,47; 252,42; 257,47
BP2014_2019-2/GBB-CBS/0390-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen; 166,78; 256,26; 262,66; 269,22; 275,96; 282,86
BP2014_2019-2/GBB-CBS/0390-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen; 63,25; 110,03; 112,23; 114,48; 116,76; 119,10
BP2014_2019-2/GBB-CBS/0390-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6231004;IE-GEEN;Maaltijdcheques; 1.428,00; 2.700,00; 2.700,00; 2.700,00; 2.700,00; 2.700,00
BP2014_2019-2/GBB-CBS/0390-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6493000;IE-GEEN;Toegestane werkingssubsidies aan verenigingen; 491,25; 499,80; 509,80; 519,99; 530,39; 541,00
BP2014_2019-2/GBB-CBS/0390-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 69,82; 95,41; 96,84; 98,29; 99,77; 101,26
BP2014_2019-2/GBB-CBS/0390-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0390-00;7406999;IE-GEEN;Overige specifieke projectsubsidies; 15.000,00; 15.000,00;;;;
BP2014_2019-2/GBB-CBS/0390-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0390-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 262,69; 300,00; 300,00; 300,00; 300,00; 300,00
BP2014_2019-2/GBB-CBS/0470-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0470-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden; 1.910,00; 2.000,00; 2.000,00; 2.000,00; 2.000,00; 2.000,00
BP2014_2019-2/GBB-CBS/0520-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6001000;IE-GEEN;Aankoop technisch materiaal;; 200,00; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/GBB-CBS/0520-00/6040000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;; 200,00; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/GBB-CBS/0520-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦);; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0520-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 33.717,10; 36.163,58; 12.054,53;;;
BP2014_2019-2/GBB-CBS/0520-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 2.446,48;;;;;
BP2014_2019-2/GBB-CBS/0520-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 14.146,05; 14.784,21; 4.928,07;;;
BP2014_2019-2/GBB-CBS/0520-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00;;;
BP2014_2019-2/GBB-CBS/0520-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 275,00; 280,50; 275,00;;;
BP2014_2019-2/GBB-CBS/0520-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6231004;IE-GEEN;Maaltijdcheques; 1.141,00; 1.350,00; 400,00;;;
BP2014_2019-2/GBB-CBS/0520-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 46,55; 47,71;;;;
BP2014_2019-2/GBB-CBS/0520-00/7000008/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0520-00;7000008;IE-GEEN;Verkoop van infobrochures; 693,00; 800,00; 700,00; 700,00; 700,00; 700,00
BP2014_2019-2/GBB-CBS/0520-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0520-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 164,59; 170,00; 75,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0521-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0521-00;6493000;IE-GEEN;Toegestane werkingssubsidies aan verenigingen; 4.573,50; 4.896,50; 4.896,50; 4.896,50; 4.896,50; 4.896,50
BP2014_2019-2/GBB-CBS/0530-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0530-00;6493000;IE-GEEN;Subsidie vernieuwing landbouwleerpad (CBS 5-2-2012);; 5.000,00;;;;
BP2014_2019-2/GBB-CBS/0600-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦);; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0600-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 101.438,34; 111.000,00; 112.672,00; 115.488,80; 118.376,02; 121.335,32
BP2014_2019-2/GBB-CBS/0600-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 7.398,64;;;;;
BP2014_2019-2/GBB-CBS/0600-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 42.720,17; 45.000,00; 45.270,00; 46.401,75; 47.793,80; 48.988,65
BP2014_2019-2/GBB-CBS/0600-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0600-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 687,50; 701,25; 715,28; 729,58; 744,17; 759,06
BP2014_2019-2/GBB-CBS/0600-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6231004;IE-GEEN;Maaltijdcheques; 2.891,00; 3.100,00; 2.700,00; 2.700,00; 2.700,00; 2.700,00
BP2014_2019-2/GBB-CBS/0600-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 93,10; 95,41; 96,84; 98,29; 99,77; 101,26
BP2014_2019-2/GBB-CBS/0600-00/7020004/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0600-00;7020004;IE-GEEN;Verstrekken van Stedenbouwkundige inlichtingen; 13.100,00; 20.000,00; 19.000,00; 19.000,00; 18.000,00; 18.000,00
BP2014_2019-2/GBB-CBS/0600-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0600-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;; 7.500,00;;;;
BP2014_2019-2/GBB-CBS/0600-00/7409999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0600-00;7409999;IE-GEEN;Overige specifieke werkingssubsidies; 3.941,51;;;;;
BP2014_2019-2/GBB-CBS/0600-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0600-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 412,02; 500,00; 500,00; 500,00; 500,00; 500,00
BP2014_2019-2/GBB-CBS/0610-00/2200100/BESTUUR/CBS/IE6/U;GBB-CBS;0610-00;2200100;IE6;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;; 0,00; 140.000,00;;;
BP2014_2019-2/GBB-CBS/0610-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0610-00;6493000;IE-GEEN;Honoraria GECORO-voorzitter;;; 1.500,00;; 1.500,00;
BP2014_2019-2/GBB-CBS/0620-00/7500000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0620-00;7500000;IE-GEEN;Opbrengsten uit financiÃ«le vaste activa; 382,08; 500,00; 500,00; 500,00; 500,00; 500,00
BP2014_2019-2/GBB-CBS/0621-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0621-00;7406999;IE-GEEN;Overige specifieke projectsubsidies; 114,00; 115,00; 115,00; 115,00; 115,00; 115,00
BP2014_2019-2/GBB-CBS/0640-00/2810000/BESTUUR/CBS/IE6/O;GBB-CBS;0640-00;2810000;IE6;Belang. in intergem. samenwerk. en soortg. ent. - AW;; 1.026.518,36;;;;
BP2014_2019-2/GBB-CBS/0640-00/2811000/BESTUUR/CBS/IE6/U;GBB-CBS;0640-00;2811000;IE6;Belang. in intergem. samenwerk. en soortg. ent. - te storten (-); 1.026.518,36;;;;;
BP2014_2019-2/GBB-CBS/0640-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0640-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten; 100,51; 120,00; 120,00; 120,00; 120,00; 120,00
BP2014_2019-2/GBB-CBS/0640-00/7500000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0640-00;7500000;IE-GEEN;Opbrengsten uit financiÃ«le vaste activa;; 183.200,00; 212.600,00; 212.600,00; 212.600,00; 212.600,00
BP2014_2019-2/GBB-CBS/0640-00/7599999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0640-00;7599999;IE-GEEN;Andere financiÃ«le opbrengsten; 198.193,36; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0650-00/2810000/BESTUUR/CBS/IE6/O;GBB-CBS;0650-00;2810000;IE6;Belang. in intergem. samenwerk. en soortg. ent. - AW;; 275.222,24;;;;
BP2014_2019-2/GBB-CBS/0650-00/2811000/BESTUUR/CBS/IE6/U;GBB-CBS;0650-00;2811000;IE6;Belang. in intergem. samenwerk. en soortg. ent. - te storten (-); 275.222,24;;;;;
BP2014_2019-2/GBB-CBS/0650-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0650-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten; 26,84; 30,00; 30,00; 30,00; 30,00; 30,00
BP2014_2019-2/GBB-CBS/0650-00/7500000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0650-00;7500000;IE-GEEN;Opbrengsten uit financiÃ«le vaste activa;; 60.000,00; 64.600,00; 64.600,00; 64.600,00; 64.600,00
BP2014_2019-2/GBB-CBS/0650-00/7599999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0650-00;7599999;IE-GEEN;Andere financiÃ«le opbrengsten; 61.945,67; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0670-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0670-00;6110000;IE-GEEN;Elektriciteit; 102.146,19; 105.000,00; 103.500,00; 93.636,00; 95.508,72; 97.418,89
BP2014_2019-2/GBB-CBS/0670-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0670-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel; 18.502,79; 16.980,00; 29.565,60; 14.856,92; 15.154,05; 15.457,14
BP2014_2019-2/GBB-CBS/0680-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0680-00;2300000;IE6;Installaties, machines en uitrusting - gemeenschapsgoederen;; 900,00;;;;
BP2014_2019-2/GBB-CBS/0680-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6001000;IE-GEEN;Aankoop technisch materiaal; 29.806,92; 20.000,00; 15.000,00;;;
BP2014_2019-2/GBB-CBS/0680-00/6103501/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen; 4.005,25; 10.600,00; 12.700,00; 12.700,00; 12.700,00; 12.700,00
BP2014_2019-2/GBB-CBS/0680-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 7,80; 10,00; 10,00; 10,00; 10,00; 10,00
BP2014_2019-2/GBB-CBS/0680-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6150001;IE-GEEN;Aankoop klein materieel; 4.295,28; 5.000,00; 5.000,00; 5.000,00; 5.000,00; 5.000,00
BP2014_2019-2/GBB-CBS/0680-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6150011;IE-GEEN;Kosten werkkleding; 4.504,68; 8.000,00; 4.400,00; 4.400,00; 4.400,00; 5.400,00
BP2014_2019-2/GBB-CBS/0680-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;;; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0680-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 139.766,17; 154.000,00; 154.924,00; 158.797,10; 162.767,03; 166.836,20
BP2014_2019-2/GBB-CBS/0680-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 9.791,54;;;;;
BP2014_2019-2/GBB-CBS/0680-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen; 162.051,85; 51.491,81;;;;
BP2014_2019-2/GBB-CBS/0680-00/6202100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6202100;IE-GEEN;Vakantiegeld gesubsidieerde contractuelen; 12.197,80;;;;;
BP2014_2019-2/GBB-CBS/0680-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel; 0,00; 124.101,59; 177.193,56; 181.623,40; 186.163,98; 190.818,08
BP2014_2019-2/GBB-CBS/0680-00/6203100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6203100;IE-GEEN;Vakantiegeld contractuelen; 0,00;;;;;
BP2014_2019-2/GBB-CBS/0680-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 57.883,34; 61.879,25; 62.833,25; 63.537,51; 65.289,14; 67.089,45
BP2014_2019-2/GBB-CBS/0680-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0680-00/6212000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen; 9.378,84; 2.255,96;;;;
BP2014_2019-2/GBB-CBS/0680-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen; 0,00; 35.177,67; 47.184,98; 48.364,61; 49.573,72; 50.813,06
BP2014_2019-2/GBB-CBS/0680-00/6219000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6219000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);; -34.250,01; -34.250,01; -34.250,01; -34.250,01; -34.250,01
BP2014_2019-2/GBB-CBS/0680-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 1.146,20; 1.219,61; 1.244,01; 1.268,89; 1.294,26; 1.320,15
BP2014_2019-2/GBB-CBS/0680-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.; 1.604,05; 1.896,25; 1.581,06; 1.604,68; 1.628,78; 1.653,35
BP2014_2019-2/GBB-CBS/0680-00/6222100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.; 1.254,00; 1.157,90;;;;
BP2014_2019-2/GBB-CBS/0680-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen; 0,00;; 1.943,66; 1.992,25; 2.042,05; 2.093,11
BP2014_2019-2/GBB-CBS/0680-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;;; 2.143,66; 2.192,25; 2.242,05; 2.293,11
BP2014_2019-2/GBB-CBS/0680-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk; 575,45; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0680-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6231004;IE-GEEN;Maaltijdcheques; 14.861,00; 15.000,00; 14.850,00; 14.850,00; 14.850,00; 14.850,00
BP2014_2019-2/GBB-CBS/0680-00/6491000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen; 878,25; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0680-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6493000;IE-GEEN;Toegestane werkingssubsidies aan verenigingen; 5.950,46; 6.069,47; 6.190,86; 6.314,68; 6.440,97; 6.569,79
BP2014_2019-2/GBB-CBS/0680-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 512,05; 524,76; 532,63; 540,62; 548,72; 556,96
BP2014_2019-2/GBB-CBS/0680-00/7402020/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0680-00;7402020;IE-GEEN;Subsidies sociale maribel; 34.250,01;;;;;
BP2014_2019-2/GBB-CBS/0680-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0680-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0680-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0680-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 2.060,10; 2.100,00; 2.100,00; 2.100,00; 2.100,00; 2.100,00
BP2014_2019-2/GBB-CBS/0690-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0690-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten; 26.091,51; 26.091,51; 26.091,51; 26.091,51; 26.091,51; 26.091,51
BP2014_2019-2/GBB-CBS/0701-00/2210500/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2210500;IE6;Gebouwen - culturele gebouwen - gemeenschapsgoederen;; 15.500,00; 120.000,00;;;
BP2014_2019-2/GBB-CBS/0701-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2400000;IE6;vervangen tafels polyzaal De Borre;;;;;; 9.000,00
BP2014_2019-2/GBB-CBS/0701-00/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2410000;IE6;Informaticamaterieel - gemeenschapsgoederen; 4.126,12; 28.873,88;;;;
BP2014_2019-2/GBB-CBS/0701-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6001000;IE-GEEN;Aankoop technisch materiaal; 2.542,42; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0701-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6103001;IE-GEEN;Benodigdheden voor gebouwen; 20.159,94; 23.500,00; 30.000,00; 15.000,00; 15.000,00; 15.000,00
BP2014_2019-2/GBB-CBS/0701-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen; 21.221,40; 59.000,00; 51.150,00; 19.000,00; 19.000,00; 19.000,00
BP2014_2019-2/GBB-CBS/0701-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6110000;IE-GEEN;Elektriciteit; 36.133,00; 30.000,00; 34.500,00; 34.500,00; 34.500,00; 34.500,00
BP2014_2019-2/GBB-CBS/0701-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6111000;IE-GEEN;Gas; 38.532,77; 24.000,00; 0,00; 0,00; 0,00; 0,00
