Actie;Actie omschrijving;Beleidsitem;Beleidsitem omschrijving;ontvangst/uitgave;Algemene rekening;Algemene rekening omschrijving;Investeringsenveloppe;Krediet 2016;Rekening 2015;Aangerekend 2016 tot nu;Nog beschikbaar;Verschil AR 2016-AR2015;Verschil % AR 2016-AR2015;;Bijkomend BW 1-2016;Krediet na BW 1-2016;Opmerkingen;invloed MJP
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6111000;Gas;IE-GEEN;27000;15137,91;2521,92;24478,08;-12615,99;-83,34 %;;-7000;20000;nav rekening 2015 - gecompenseerd met 0701;te evalueren bij BW2
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6113000;Water;IE-GEEN;3500;3118,81;1748,5;1751,5;-1370,31;-43,94 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;7000;3834,39;2918,59;4081,41;-915,8;-23,88 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6141004;Communicatiekosten telefoon en internet;IE-GEEN;1500;1794,72;771,61;728,39;-1023,11;-57,01 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6150004;Controle- en keuringsorganismen technisch materieel;IE-GEEN;500;396,21;769,35;-269,35;373,14;94,18 %;;700;1200;nazicht dampkappen niet voorzien/nazicht brandblussers niet voorzien in MJP;idem
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6150300;Onderhoud en herstelling technisch materieel;IE-GEEN;1500;1308,31;1560,07;-60,07;251,76;19,24 %;;500;2000;;
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6150800;Onderhoudscontracten technisch materieel;IE-GEEN;250;-   ;114,95;135,05;114,95;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6159999;Overige exploitatiekosten;IE-GEEN;-   ;-   ;1447,65;-1447,65;1447,65;-;;1500;1500;billijke vergoedingen;idem
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6400001;Roerende voorheffing;IE-GEEN;7500;-   ;-   ;7500;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6409999;Overige werkingsbelastingen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;U;6430100;Tussenkomst in exploitatiekosten;IE-GEEN;1700;-   ;-   ;1700;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0710-00;Feesten en plechtigheden;U;6159999;Overige exploitatiekosten;IE-GEEN;9000;6384;3460,99;5539,01;-2923,01;-45,79 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0710-00;Feesten en plechtigheden;U;6491000;Toegestane werkingssubsidies aan gezinnen;IE-GEEN;7000;6825;3250;3750;-3575;-52,38 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0719-00;Overige evenementen;U;6110000;Elektriciteit;IE-GEEN;1178,73;597,91;340;838,73;-257,91;-43,14 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0720-00;Monumentenzorg;U;2140000;Plannen en studies;IE6;30976;-   ;-   ;30976;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0720-00;Monumentenzorg;U;2140007;Plannen en studies - Activa in aanbouw;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0720-00;Monumentenzorg;U;2210700;Gebouwen - erediensten - gemeenschapsgoederen;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0720-00;Monumentenzorg;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0720-01;Patrimonium kerkfabriek Sint Antonius;U;6640000;Toegestane investeringssubsidies;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0729-00;Overig beleid inzake het erfgoed;U;2250000;Overige infrastructuur betreffende de wegen;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0729-00;Overig beleid inzake het erfgoed;U;6159999;Overige exploitatiekosten;IE-GEEN;1000;-   ;18,25;981,75;18,25;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0729-00;Overig beleid inzake het erfgoed;U;6640000;Toegestane investeringssubsidies;IE6;-   ;-   ;-   ;-   ;-   ;-;;-   ;-   ;erfgoedpremie restauratiewerken Heilige Kruiskerk - to do MJP;to do MJP bekijken met Ludo svz andere projecten
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;2200200;Onbebouwde terreinen -  niet bebouwde bouwgronden - gemeenschapsgoederen;IE6;4605,81;-   ;-   ;4605,81;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;2400000;Meubilair - gemeenschapsgoederen;IE6;4000;-   ;-   ;4000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;2430000;Rollend materieel - gemeenschapsgoederen;IE6;10000;-   ;-   ;10000;-   ;-;;-3934,27;6065,73;zitmaaier KGV - aankoop gebeurd;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6001000;Aankoop technisch materiaal;IE-GEEN;9000;8014,56;387,14;8612,86;-7627,42;-95,17 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6100800;Huur en huurlasten van gehuurde onroerende goederen (lange termijn);IE-GEEN;251460;251459,92;125729,96;125730,04;-125729,96;-50,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6103001;Benodigdheden voor gebouwen;IE-GEEN;500;3260,53;713,59;-213,59;-2546,94;-78,11 %;;1000;1500;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6103010;Prestaties van derden voor onderhoud en herstelling gebouwen;IE-GEEN;1500;2222,89;310,43;1189,57;-1912,46;-86,03 %;;1300;2800;sectionaalpoor garage zitmaaier KGV;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6110000;Elektriciteit;IE-GEEN;810,57;231,65;108;702,57;-123,65;-53,38 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6120999;Overige verzekeringen;IE-GEEN;700;686;691,95;8,05;5,95;0,87 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;100;-   ;-   ;100;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6141002;Documentatie en abonnementen;IE-GEEN;110;108,65;114,11;-4,11;5,46;5,03 %;;5;115;svz 2016;idem
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6141004;Communicatiekosten telefoon en internet;IE-GEEN;200;113,31;84,7;115,3;-28,61;-25,25 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;4;3,55;2;2;-1,55;-43,66 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6142001;Aankoop klein hard- en softwaremateriaal;IE-GEEN;200;-   ;-   ;200;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6143007;Publiciteit, advertenties & info;IE-GEEN;1550;1538,01;-   ;1550;-1538,01;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6149000;Overige administratie- en kantoorkosten;IE-GEEN;750;569,38;59,72;690,28;-509,66;-89,51 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6150006;Lidmaatschappen;IE-GEEN;1020;1186,96;1206,9;-186,9;19,94;1,68 %;;200;1220;;idem
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6150011;Kosten werkkleding;IE-GEEN;500;356,24;193,06;306,94;-163,18;-45,81 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6150015;Beheersvergoeding (dienstenvergoeding aan derden);IE-GEEN;25232,5;-   ;-   ;25232,5;-   ;-;;10110;35342,5;Meerkost aanleg KGV - indien bijkomende beschikbaarheidsvergoeding;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6150300;Onderhoud en herstelling technisch materieel;IE-GEEN;1000;-   ;-   ;1000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6150800;Onderhoudscontracten technisch materieel;IE-GEEN;850;718,85;1141,34;-291,34;422,49;58,77 %;;300;1150;onderhoudscontract sporthal school;in MJP op 0800-02 +250 euro
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6153501;Aankoop houtsnippers;IE-GEEN;2500;-   ;2178;322;2178;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6159999;Overige exploitatiekosten;IE-GEEN;1500;1005,85;2156,67;-656,67;1150,82;114,41 %;;;;foutief geboekt - doorgegeven Luc;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;87567,73;85563,24;56360,96;31206,77;-29202,28;-34,13 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6202000;Bezoldigingen gesubsidieerde contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6202100;Vakantiegeld gesubsidieerde contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;80965,42;82088,06;47738,98;33226,44;-34349,08;-41,84 %;;3000;83965,42;vaststelling rekening 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6203100;Vakantiegeld contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6206000;Bezoldigingen ander niet vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;34710,73;34489,66;22956,48;11754,25;-11533,18;-33,44 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6212000;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;25530,19;23392,65;13104,67;12425,52;-10287,98;-43,98 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;590,53;567,6;733,7;-143,17;166,1;29,26 %;;150;740,53;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6222000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;945,56;750,22;420,23;525,33;-329,99;-43,99 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6223100;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;IE-GEEN;652,33;550;550;102,33;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6230001;Kosten voor verplaatsingen van en naar het werk;IE-GEEN;1163,6;914,89;697,41;466,19;-217,48;-23,77 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6231004;Maaltijdcheques;IE-GEEN;6750;7287;3934;2816;-3353;-46,01 %;;1250;8000;Vaststelling bij rekening 2014+ 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6409999;Overige werkingsbelastingen;IE-GEEN;-   ;282,34;287,49;-287,49;5,15;1,82 %;;;;foutief geboekt - doorgegeven Luc;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6430100;Tussenkomst in exploitatiekosten;IE-GEEN;10098;8742,37;-   ;10098;-8742,37;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;12000;12000;-   ;12000;-12000;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;242,1;232,75;-   ;242,1;-232,75;-100,00 %;;-242,1;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6500100;FinanciÃ«le kosten leasingschulden;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;U;6640000;Toegestane investeringssubsidies;IE6;1358,12;1200;-   ;1358,12;-1200;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;2300000;Installaties, machines en uitrusting - gemeenschapsgoederen;IE6;1500;-   ;1333,42;166,58;1333,42;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6100800;Huur en huurlasten van gehuurde onroerende goederen (lange termijn);IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6102001;Periodieke erfpachtvergoedingen;IE-GEEN;1500;-   ;-   ;1500;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6103001;Benodigdheden voor gebouwen;IE-GEEN;750;2456,42;255,26;494,74;-2201,16;-89,61 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6103010;Prestaties van derden voor onderhoud en herstelling gebouwen;IE-GEEN;500;2502,71;344,85;155,15;-2157,86;-86,22 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6110000;Elektriciteit;IE-GEEN;3450;2437,22;1067,87;2382,13;-1369,35;-56,18 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6112000;Stookolie;IE-GEEN;1000;777,18;537,24;462,76;-239,94;-30,87 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6113000;Water;IE-GEEN;206,05;197,47;116,65;89,4;-80,82;-40,93 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6120999;Overige verzekeringen;IE-GEEN;600;505,13;495,21;104,79;-9,92;-1,96 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;1,7;1,78;1,02;0,68;-0,76;-42,70 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6150004;Controle- en keuringsorganismen technisch materieel;IE-GEEN;-   ;178,13;-   ;-   ;-178,13;-100,00 %;;200;200;nazicht brandblussers niet voorzien in MJP;idem
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6150800;Onderhoudscontracten technisch materieel;IE-GEEN;100;-   ;-   ;100;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6159999;Overige exploitatiekosten;IE-GEEN;-   ;55,35;-   ;-   ;-55,35;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;41210,83;40156,07;23683,07;17527,76;-16473;-41,02 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6203100;Vakantiegeld contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;12187,25;11623,83;6510,8;5676,45;-5113,03;-43,99 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6219000;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);IE-GEEN;-34250,01;-33026,16;-   ;-34250,01;33026,16;-100,00 %;;;;OK;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;420,25;372,71;208,73;211,52;-163,98;-44,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6223100;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;IE-GEEN;183,11;176;176;7,11;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6231004;Maaltijdcheques;IE-GEEN;1350;1512;735;615;-777;-51,39 %;;;;;aanpassen in MJP
GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;48,42;46,55;-   ;48,42;-46,55;-100,00 %;;-48,42;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0790-00;Erediensten;U;2210500;Gebouwen - culturele gebouwen - gemeenschapsgoederen;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0790-00;Erediensten;U;6103001;Benodigdheden voor gebouwen;IE-GEEN;1000;1950,81;2809,52;-1809,52;858,71;44,02 %;;2000;3000;herstelling kerkmuur;
GBB-CBS;Gelijkblijvend beleid CBS;0790-00;Erediensten;U;6103010;Prestaties van derden voor onderhoud en herstelling gebouwen;IE-GEEN;2500;251,07;250,51;2249,49;-0,56;-0,22 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0790-01;Kerkfabriek Sint-Antonius;U;6494000;Toegestane werkingssubsidies aan andere overheidsinstellingen;IE-GEEN;4495,32;-   ;-   ;4495,32;-   ;-;;-2595,32;1900; Zie BW 1 KF St Antonius ;
GBB-CBS;Gelijkblijvend beleid CBS;0790-02;Kerkfabriek Heilig Kruis;U;6494000;Toegestane werkingssubsidies aan andere overheidsinstellingen;IE-GEEN;10743,27;-   ;-   ;10743,27;-   ;-;;-7448,87;3294,4; Zie BW 1 KF Heilig Kruis ;
GBB-CBS;Gelijkblijvend beleid CBS;0790-03;Kerkfabriek Sint Hilarius;U;6494000;Toegestane werkingssubsidies aan andere overheidsinstellingen;IE-GEEN;38839;32436,4;38839;-   ;6402,6;19,74 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0790-05;Protestantse kerk;U;6494000;Toegestane werkingssubsidies aan andere overheidsinstellingen;IE-GEEN;5856,28;6869,07;2928,14;2928,14;-3940,93;-57,37 %;;400;6256,28;woonvergoeding protestantse eredienst;idem
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;2140007;Plannen en studies - Activa in aanbouw;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;2400000;Meubilair - gemeenschapsgoederen;IE6;580,44;769,56;-   ;580,44;-769,56;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6001000;Aankoop technisch materiaal;IE-GEEN;1500;905,4;-   ;1500;-905,4;-100,00 %;;3000;4500;herstelling materiaal na onderhoudscontrole;te bekijken
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6130001;Vergoedingen prestaties arbeidsgeneeskundige dienst;IE-GEEN;200;256,16;-   ;200;-256,16;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6135001;Uitgegeven keuken;IE-GEEN;25000;28620,34;18336,91;6663,09;-10283,43;-35,93 %;;5000;30000;Verhoging nav vaststelling rekening 2015 : maaltijden school;idem
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;-   ;340,73;-   ;-   ;-340,73;-100,00 %;;350;350;Vaststelling rekening 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6141002;Documentatie en abonnementen;IE-GEEN;400;230,52;71,06;328,94;-159,46;-69,17 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6142800;Onderhoudscontracten computermaterieel;IE-GEEN;4300;3904,62;2936,72;1363,28;-967,9;-24,79 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6143005;Reis- en verblijfkosten (Dienstverplaatsing);IE-GEEN;2000;611,44;284,49;1715,51;-326,95;-53,47 %;;;;;te bekijken
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6150001;Aankoop klein materieel;IE-GEEN;1500;287,28;64,69;1435,31;-222,59;-77,48 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6150006;Lidmaatschappen;IE-GEEN;2359;2463,75;2358,03;0,97;-105,72;-4,29 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6159999;Overige exploitatiekosten;IE-GEEN;2500;1977,56;1849,4;650,6;-128,16;-6,48 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6160003;Controle- en keuringskosten voertuigen;IE-GEEN;200;187,6;96,8;103,2;-90,8;-48,40 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;22480,63;20724,36;13576,97;8903,66;-7147,39;-34,49 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6203100;Vakantiegeld contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;8059,78;8212,14;5481,65;2578,13;-2730,49;-33,25 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;498,98;176;176;322,98;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6230004;Andere vergoedingen voor het personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6231000;Bijdragen aan arbeidsgeneeskundige dienst;IE-GEEN;2850;2532,41;-   ;2850;-2532,41;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6231002;Bijdragen aan andere sociale diensten;IE-GEEN;1900;1854;950,02;949,98;-903,98;-48,76 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6231004;Maaltijdcheques;IE-GEEN;2700;882;490;2210;-392;-44,44 %;;-1500;1200;Vaststelling bij rekening 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6400007;Taksen eetwareninspectie;IE-GEEN;600;573,08;-   ;600;-573,08;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6400008;Bijdragen reprobel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6409999;Overige werkingsbelastingen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;96,84;46,55;-   ;96,84;-46,55;-100,00 %;;-96,84;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;U;6001000;Aankoop technisch materiaal;IE-GEEN;250;42,95;82,69;167,31;39,74;92,53 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;U;6103001;Benodigdheden voor gebouwen;IE-GEEN;8200;2406,89;49,99;8150,01;-2356,9;-97,92 %;;;;;
