Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;2016;2017;2018;2019;2020;2021
BP2014_2021-3/GBB-CBS/0310-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6001000;IE-GEEN;Aankoop technisch materiaal;€ 3.000,00;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00
BP2014_2021-3/GBB-CBS/0310-00/6040000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0310-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6110000;IE-GEEN;Elektriciteit;€ 1.116,50;€ 1.133,25;€ 1.150,25;€ 1.167,50;€ 1.200,00;€ 1.200,00
BP2014_2021-3/GBB-CBS/0310-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;€ 42.000,00;;;;
BP2014_2021-3/GBB-CBS/0310-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0310-00;7040999;IE-GEEN;Tussenkomst plaatsing infiltratie;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0310-00/7330100/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0310-00;7330100;IE-GEEN;Op rioolnet aangesloten en aansluitbare gebouwen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0310-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0310-00;7406999;IE-GEEN;Subsidie infiltratiesystemen;;€ 14.000,00;;;;
BP2014_2021-3/GBB-CBS/0319-00/2240007/BESTUUR/CBS/IE6/U;GBB-CBS;0319-00;2240007;IE6;Wegen - Activa in aanbouw;;€ 105.275,00;;;;
BP2014_2021-3/GBB-CBS/0319-00/6103510/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0319-00;6103510;IE-GEEN;Aandeel in kosten voor onderhoud & ruiming onbevaarbare waterlopen;€ 22.000,00;€ 22.000,00;€ 22.000,00;€ 22.000,00;€ 22.000,00;€ 22.000,00
BP2014_2021-3/GBB-CBS/0319-00/6400005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0319-00;6400005;IE-GEEN;Belastingen op polders en wateringen;300;300;300;300;300;300
BP2014_2021-3/GBB-CBS/0319-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0319-00;7406999;IE-GEEN;Waterbeleid;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0320-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0320-00;6139999;IE-GEEN;Analyses oppervlaktewater;€ 6.600,00;0;0;€ 6.600,00;;
BP2014_2021-3/GBB-CBS/0320-00/6491000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0320-00;6491000;IE-GEEN;Toelage grondonderzoek;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0341-00/2140007/BESTUUR/CBS/IE6/U;GBB-CBS;0341-00;2140007;IE6;Overdracht krediet van 2015 naar 2016;€ 9.917,00;€ 10.000,00;;;;
BP2014_2021-3/GBB-CBS/0341-00/6170001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0341-00;6170001;IE-GEEN;Erosiecoördinator;€ 16.000,00;€ 8.900,00;€ 8.900,00;€ 8.900,00;€ 8.900,00;€ 8.900,00
BP2014_2021-3/GBB-CBS/0341-00/7405002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0341-00;7405002;IE-GEEN;Personeelssubsidies algemeen;€ 7.350,00;€ 16.000,00;€ 8.900,00;€ 8.900,00;€ 8.900,00;€ 8.900,00
BP2014_2021-3/GBB-CBS/0390-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);1;2;2;2;2;2
BP2014_2021-3/GBB-CBS/0390-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 34.842,27;€ 35.238,33;€ 36.156,79;€ 37.098,21;€ 37.921,88;€ 38.869,93
BP2014_2021-3/GBB-CBS/0390-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 21.232,00;€ 21.985,30;€ 22.752,43;€ 23.333,74;€ 23.840,10;€ 24.436,10
BP2014_2021-3/GBB-CBS/0390-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 14.134,00;€ 14.436,10;€ 14.869,18;€ 15.240,91;€ 15.516,52;€ 15.904,43
BP2014_2021-3/GBB-CBS/0390-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0390-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 6.186,66;€ 6.261,32;€ 6.440,36;€ 6.623,86;€ 6.735,67;€ 6.904,06
BP2014_2021-3/GBB-CBS/0390-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;242.62;247.47;252.42;257.47000000000003;257.47000000000003;257.47000000000003
BP2014_2021-3/GBB-CBS/0390-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;262.66000000000003;401.08;409.11;417.29;425.63;434.15
BP2014_2021-3/GBB-CBS/0390-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;112.23;114.48;116.76;119.1;119.1;119.1
BP2014_2021-3/GBB-CBS/0390-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6231003;IE-GEEN;Vakbondspremies;96.84;49.15;49.89;50.63;50.63;50.63
BP2014_2021-3/GBB-CBS/0390-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6231004;IE-GEEN;Maaltijdcheques;€ 2.200,00;€ 2.200,00;€ 2.200,00;€ 2.200,00;€ 2.200,00;€ 2.200,00
BP2014_2021-3/GBB-CBS/0390-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6493000;IE-GEEN;Subsidie Bond Beter Leefmilieu;480;519.99;530.39;541;551.82000000000005;562.86
BP2014_2021-3/GBB-CBS/0390-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0390-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0390-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0390-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;300;300;300;300;300;300
BP2014_2021-3/GBB-CBS/0470-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0470-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 4.700,00;€ 4.700,00;€ 4.700,00;€ 4.700,00;€ 4.700,00;€ 4.700,00
BP2014_2021-3/GBB-CBS/0520-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6001000;IE-GEEN;Aankoop technisch materiaal;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0520-00/6040000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;200;0;0;0;;
BP2014_2021-3/GBB-CBS/0520-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);0;0;0;0;;
BP2014_2021-3/GBB-CBS/0520-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 12.054,53;;;;;
BP2014_2021-3/GBB-CBS/0520-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 4.928,07;;;;;
BP2014_2021-3/GBB-CBS/0520-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;;;;;
BP2014_2021-3/GBB-CBS/0520-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;275;;;;;
BP2014_2021-3/GBB-CBS/0520-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6231003;IE-GEEN;Vakbondspremies;46.55;;;;;
BP2014_2021-3/GBB-CBS/0520-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0520-00;6231004;IE-GEEN;Maaltijdcheques;315;;;;;
BP2014_2021-3/GBB-CBS/0520-00/7000008/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0520-00;7000008;IE-GEEN;Verkoop van infobrochures;700;700;700;700;700;700
BP2014_2021-3/GBB-CBS/0520-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0520-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;75;0;0;0;;
BP2014_2021-3/GBB-CBS/0521-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0521-00;6159999;IE-GEEN;Overige exploitatiekosten;0;€ 1.000,00;;;;
BP2014_2021-3/GBB-CBS/0521-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0521-00;6493000;IE-GEEN;Toelage toerisme Vlaams-Brabant;€ 4.896,50;€ 4.896,50;€ 4.896,50;€ 4.896,50;€ 4.896,50;€ 4.896,50
BP2014_2021-3/GBB-CBS/0600-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);0;0;0;0;;
BP2014_2021-3/GBB-CBS/0600-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 112.672,00;€ 115.488,80;€ 118.376,02;€ 121.335,42;€ 124.203,29;€ 127.308,37
BP2014_2021-3/GBB-CBS/0600-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 45.570,00;€ 46.401,75;€ 47.793,80;€ 48.988,65;€ 50.025,10;€ 51.275,73
BP2014_2021-3/GBB-CBS/0600-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0600-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;715.28;729.58;744.17;759.06;759.06;759.06
BP2014_2021-3/GBB-CBS/0600-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6231003;IE-GEEN;Vakbondspremies;96.84;98.29;99.77;101.26;101.26;101.26
BP2014_2021-3/GBB-CBS/0600-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6231004;IE-GEEN;Maaltijdcheques;€ 3.200,00;€ 3.200,00;€ 3.200,00;€ 3.200,00;€ 3.200,00;€ 3.200,00
BP2014_2021-3/GBB-CBS/0600-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0600-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0600-00/7020004/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0600-00;7020004;IE-GEEN;Verstrekken van Stedenbouwkundige inlichtingen;€ 17.000,00;€ 17.000,00;€ 17.000,00;€ 17.000,00;€ 17.000,00;€ 17.000,00
BP2014_2021-3/GBB-CBS/0600-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0600-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;500;500;500;500;500;500
BP2014_2021-3/GBB-CBS/0610-00/2200100/BESTUUR/CBS/IE6/U;GBB-CBS;0610-00;2200100;IE6;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;€ 181.386,46;€ 30.000,00;;;;
BP2014_2021-3/GBB-CBS/0610-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0610-00;6493000;IE-GEEN;Honoraria GECORO-voorzitter;€ 1.500,00;;€ 1.500,00;;€ 1.500,00;
BP2014_2021-3/GBB-CBS/0620-00/7500000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0620-00;7500000;IE-GEEN;Dividenden Demer en Dijle;0;0;500;500;500;500
BP2014_2021-3/GBB-CBS/0621-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0621-00;7406999;IE-GEEN;subsidie actualisatie leegstandregister;115;115;115;115;115;115
BP2014_2021-3/GBB-CBS/0640-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0640-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;0;120;120;120;120;120
BP2014_2021-3/GBB-CBS/0640-00/7500000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0640-00;7500000;IE-GEEN;Opbrengsten uit financiÃ«le vaste activa;€ 212.600,00;€ 212.600,00;€ 212.600,00;€ 212.600,00;€ 212.600,00;€ 212.600,00
BP2014_2021-3/GBB-CBS/0640-00/7599999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0640-00;7599999;IE-GEEN;Dividenden intercommunale vereniging voor electriciteitsvoorziening;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0650-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0650-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;0;30;30;30;30;30
BP2014_2021-3/GBB-CBS/0650-00/7500000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0650-00;7500000;IE-GEEN;Opbrengsten uit financiÃ«le vaste activa;€ 64.600,00;€ 64.600,00;€ 64.600,00;€ 64.600,00;€ 64.600,00;€ 64.600,00
BP2014_2021-3/GBB-CBS/0650-00/7599999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0650-00;7599999;IE-GEEN;Dividenden intercommunale vereniging voor gasvoorziening;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0670-00/2289000/BESTUUR/CBS/IE6/U;GBB-CBS;0670-00;2289000;IE6;Overige onroerende infrastructuur;;€ 40.000,00;€ 35.000,00;€ 40.000,00;;
BP2014_2021-3/GBB-CBS/0670-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0670-00;6110000;IE-GEEN;Openbare verlichting;€ 108.500,00;€ 93.636,00;€ 95.508,72;€ 97.418,89;€ 98.000,00;€ 98.000,00
BP2014_2021-3/GBB-CBS/0670-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0670-00;6150300;IE-GEEN;Onderhoud openbare verlichting;€ 32.000,00;€ 19.000,00;€ 19.000,00;€ 19.000,00;€ 19.000,00;€ 19.000,00
BP2014_2021-3/GBB-CBS/0680-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0680-00;2300000;IE6;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/GBB-CBS/0680-00/2430000/BESTUUR/CBS/IE6/U;GBB-CBS;0680-00;2430000;IE6;vervanging auto JIP-072 (2000);0;€ 24.000,00;;€ 35.000,00;;
BP2014_2021-3/GBB-CBS/0680-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6001000;IE-GEEN;Aankoop technisch materiaal;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00
BP2014_2021-3/GBB-CBS/0680-00/6103501/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00
BP2014_2021-3/GBB-CBS/0680-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);10;16;16;16;16;16
BP2014_2021-3/GBB-CBS/0680-00/6141999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6141999;IE-GEEN;Overige administratiekosten;100;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0680-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6150001;IE-GEEN;Aankoop klein materieel;€ 2.000,00;0;0;0;;
BP2014_2021-3/GBB-CBS/0680-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6150011;IE-GEEN;Kosten werkkleding;€ 4.400,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00
BP2014_2021-3/GBB-CBS/0680-00/6150200/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6150200;IE-GEEN;Huur technisch materieel;;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00
BP2014_2021-3/GBB-CBS/0680-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;€ 3.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/GBB-CBS/0680-00/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00
BP2014_2021-3/GBB-CBS/0680-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 154.924,00;€ 158.797,10;€ 162.767,03;€ 166.836,20;€ 170.533,54;€ 174.796,88
BP2014_2021-3/GBB-CBS/0680-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 170.193,56;€ 174.623,40;€ 186.163,98;€ 190.818,08;€ 185.791,89;€ 190.436,68
BP2014_2021-3/GBB-CBS/0680-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 62.833,25;€ 63.537,51;€ 65.289,14;€ 67.089,45;€ 68.297,08;€ 70.004,51
BP2014_2021-3/GBB-CBS/0680-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0680-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 47.984,98;€ 49.164,61;€ 51.573,72;€ 52.813,06;€ 54.767,11;€ 55.993,02
BP2014_2021-3/GBB-CBS/0680-00/6219000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6219000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);€ -34.250,01;€ -34.250,01;€ -34.250,01;€ -34.250,01;€ -34.250,01;€ -34.250,01
BP2014_2021-3/GBB-CBS/0680-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 1.244,01;€ 1.268,89;€ 1.294,26;€ 1.320,15;€ 1.320,15;€ 1.320,15
BP2014_2021-3/GBB-CBS/0680-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0680-00/6222100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;€ 1.400,00;;;;;
BP2014_2021-3/GBB-CBS/0680-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;€ 1.581,06;€ 3.185,01;€ 3.248,71;€ 3.313,69;€ 3.379,96;€ 3.447,56
BP2014_2021-3/GBB-CBS/0680-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;0;€ 1.692,25;€ 1.742,05;€ 1.793,11;€ 1.793,11;€ 1.793,11
BP2014_2021-3/GBB-CBS/0680-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 1.700,00;€ 1.700,00;€ 1.700,00;€ 1.700,00;€ 1.700,00;€ 1.700,00
BP2014_2021-3/GBB-CBS/0680-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6231003;IE-GEEN;Vakbondspremies;532.63;540.62;548.72;556.96;556.96;556.96
BP2014_2021-3/GBB-CBS/0680-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6231004;IE-GEEN;Maaltijdcheques;€ 15.000,00;€ 14.850,00;€ 14.850,00;€ 14.850,00;€ 15.000,00;€ 15.000,00
BP2014_2021-3/GBB-CBS/0680-00/6491000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6491000;IE-GEEN;Toelage aanplantingen;750;750;750;750;750;
BP2014_2021-3/GBB-CBS/0680-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6493000;IE-GEEN;Toelage Regionaal Landschap Dijleland;€ 5.982,77;€ 6.042,56;€ 6.163,41;€ 6.286,68;€ 6.412,41;€ 6.540,66
BP2014_2021-3/GBB-CBS/0680-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0680-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0680-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0680-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0680-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0680-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 2.100,00;€ 2.100,00;€ 2.100,00;€ 2.100,00;€ 2.100,00;€ 2.100,00
BP2014_2021-3/GBB-CBS/0690-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0690-00;7040999;IE-GEEN;Retributie op werken aan nutsvoorzieningen;€ 26.091,51;€ 24.969,05;€ 24.969,05;€ 24.969,05;€ 24.969,05;€ 24.969,05
BP2014_2021-3/GBB-CBS/0701-00/2210500/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2210500;IE6;Gebouwen - culturele gebouwen - gemeenschapsgoederen;0;€ 80.000,00;€ 350.000,00;;€ 490.000,00;
BP2014_2021-3/GBB-CBS/0701-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2300000;IE6;Installaties, machines en uitrusting - gemeenschapsgoederen;0;€ 3.000,00;;;;
BP2014_2021-3/GBB-CBS/0701-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2400000;IE6;Meubilair - gemeenschapsgoederen;€ 2.200,00;€ 8.500,00;;€ 9.000,00;;
BP2014_2021-3/GBB-CBS/0701-00/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0701-00;2410000;IE6;Overdracht krediet van 2015 naar 2016;0;€ 2.000,00;€ 4.000,00;;;
BP2014_2021-3/GBB-CBS/0701-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6001000;IE-GEEN;Aankoop technisch materiaal;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0701-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 30.000,00;€ 18.000,00;€ 15.000,00;€ 15.000,00;€ 15.000,00;€ 15.000,00
BP2014_2021-3/GBB-CBS/0701-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 51.150,00;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00
BP2014_2021-3/GBB-CBS/0701-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6110000;IE-GEEN;Elektriciteit;€ 34.500,00;€ 34.500,00;€ 34.500,00;€ 34.500,00;€ 34.500,00;€ 34.500,00
BP2014_2021-3/GBB-CBS/0701-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6111000;IE-GEEN;Gas;€ 32.000,00;€ 30.000,00;€ 30.000,00;€ 30.000,00;€ 30.000,00;€ 30.000,00
BP2014_2021-3/GBB-CBS/0701-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6113000;IE-GEEN;Water;€ 11.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00
BP2014_2021-3/GBB-CBS/0701-00/6131002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;;€ 1.500,00;;;;
BP2014_2021-3/GBB-CBS/0701-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6139999;IE-GEEN;Vrijwilligers cultuur;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0701-00/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6141001;IE-GEEN;Kantoorbenodigdheden;€ 2.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00
BP2014_2021-3/GBB-CBS/0701-00/6141002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0701-00;6141002;IE-GEEN;Documentatie en abonnementen;400;400;400;400;400;400
