Code;Actie;Actie oms.;BI;Beleidsitem oms.;AR;IE;Eerste omschrijving;2014;2015;2016;2017;2018;2019;;geen aanpassing;;;
BP2014_2019-0/GBB-CBS/0740-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 567.60;€ 578.95;€ 590.53;€ 602.34;€ 614.39;€ 626.68;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6223000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen - contractuelen;€ 900.00;€ 922.50;€ 945.56;€ 969.20;€ 993.43;€ 1,018.27;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6223100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;€ 627.00;€ 639.54;€ 652.33;€ 665.38;€ 678.68;€ 692.26;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 450.00;€ 456.75;€ 463.60;€ 470.56;€ 477.61;€ 484.78;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6231004;IE-GEEN;Maaltijdcheques;€ 6,750.00;€ 6,750.00;€ 6,750.00;€ 6,750.00;€ 6,750.00;€ 6,750.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6409999/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6409999;IE-GEEN;Overige werkingsbelastingen;€ 300.00;€ 306.00;€ 312.12;€ 318.36;€ 324.73;€ 331.22;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6430100/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6430100;IE-GEEN;Tussenkomst in exploitatiekosten;€ 8,600.00;€ 9,900.00;€ 10,098.00;€ 10,300.00;€ 10,506.00;€ 10,717.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6493000;IE-GEEN;Onderhoud voetbalterreinen;€ 12,000.00;€ 12,000.00;€ 12,000.00;€ 10,500.00;€ 10,500.00;€ 10,500.00;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 235.00;€ 238.53;€ 242.10;€ 245.73;€ 249.42;€ 253.16;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6500100/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6500100;IE-GEEN;FinanciÃ«le kosten leasingschulden;€ 251,460.00;€ 251,460.00;€ 251,460.00;€ 5.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/1.1.2.1/0750-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0750-00;Jeugd;6493000;IE-GEEN;Toelage jeugdraad;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/1.2.5.1/0750-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0750-00;Jeugd;6150010;IE-GEEN;Opleidingskosten;€ 150.00;€ 150.00;€ 150.00;€ 150.00;€ 150.00;€ 150.00;;;;;
BP2014_2019-0/2.2.2.1/0750-00/6131002/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.1;Voeren van een behoefteonderzoek inzake kinderopvang;0750-00;Jeugd;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;€ 1,100.00;;;;;;;;;;
BP2014_2019-0/2.2.2.2/0750-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;2.2.2.2;Voorzien van subsidies voor kinderopvanginitiatieven;0750-00;Jeugd;6493000;IE-GEEN;Buitenschoolse kinderopvang;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;;;;;
BP2014_2019-0/2.2.2.7/0750-00/6139999/BESTUUR/CBS/500/IE-GEEN/U;2.2.2.7;Organiseren van kampen tijdens de vakantieperiodes;0750-00;Jeugd;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;;;;;
BP2014_2019-0/2.2.2.7/0750-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.7;Organiseren van kampen tijdens de vakantieperiodes;0750-00;Jeugd;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 2,200.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;;;;;
BP2014_2019-0/2.2.2.7/0750-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.7;Organiseren van kampen tijdens de vakantieperiodes;0750-00;Jeugd;6159999;IE-GEEN;Werkingsuitgaven speelpleinwerking;€ 10,500.00;€ 10,500.00;€ 10,500.00;€ 10,500.00;€ 10,500.00;€ 10,500.00;;;;;
BP2014_2019-0/2.2.2.7/0750-00/6206000/BESTUUR/CBS/500/IE-GEEN/U;2.2.2.7;Organiseren van kampen tijdens de vakantieperiodes;0750-00;Jeugd;6206000;IE-GEEN;Bezoldigingen ander niet vastbenoemd personeel;€ 10,400.00;€ 11,660.00;€ 11,951.50;€ 12,250.29;€ 12,556.54;€ 12,870.46;;;;;
BP2014_2019-0/2.2.2.8/0750-00/6139999/BESTUUR/CBS/500/IE-GEEN/U;2.2.2.8;Organiseren van activiteiten voor kinderen en jongeren, met aandacht voor jeugdcultuur;0750-00;Jeugd;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;
BP2014_2019-0/2.2.2.8/0750-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.8;Organiseren van activiteiten voor kinderen en jongeren, met aandacht voor jeugdcultuur;0750-00;Jeugd;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 4,700.00;€ 4,700.00;€ 4,700.00;€ 4,700.00;€ 4,700.00;€ 4,700.00;;;;;
BP2014_2019-0/3.3.3.1/0750-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;3.3.3.1;Aanleggen en onderhouden van gemeentelijke speelterreinen;0750-00;Jeugd;6001000;IE-GEEN;Aankoop technisch materiaal;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;;;;
BP2014_2019-0/4.1.1.2/0750-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;4.1.1.2;Voorzien van een cursusaanbod voor jongeren;0750-00;Jeugd;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/4.2.1.1/0750-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.1;Voorzien van een subsidie voor de dagelijkse werking van de jeugdinitiatieven;0750-00;Jeugd;6493000;IE-GEEN;Subsidie jeugdwerk;€ 15,829.00;€ 14,426.19;€ 14,426.19;€ 14,426.19;€ 14,426.19;€ 14,426.19;;;;;
BP2014_2019-0/4.2.1.5/0750-00/6160200/BESTUUR/CBS/600/IE-GEEN/U;4.2.1.5;Logistiek ondersteunen van de verenigingen;0750-00;Jeugd;6160200;IE-GEEN;Huur voertuigen;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00;;;;;
BP2014_2019-0/4.2.1.7/0750-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;4.2.1.7;Organiseren van bijscholing en opleidingen;0750-00;Jeugd;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 500.00;€ 1,500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/4.2.2.1/0750-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;4.2.2.1;Uitbouwen van een intergrale gemeentelijke uitleendienst;0750-00;Jeugd;6001000;IE-GEEN;Aankoop technisch materiaal;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6100800/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6100800;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (lange termijn);€ 1,600.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6102001/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6102001;IE-GEEN;Periodieke erfpachtvergoedingen;€ 0.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 750.00;€ 2,250.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;ok;;;
BP2014_2019-0/GBB-CBS/0750-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;ok;;;
BP2014_2019-0/GBB-CBS/0750-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6110000;IE-GEEN;Elektriciteit;€ 1,100.00;€ 1,116.50;€ 1,133.25;€ 1,150.25;€ 1,167.50;€ 1,185.01;;nog te bekijken met Bruno !!!!;;;
BP2014_2019-0/GBB-CBS/0750-00/6112000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6112000;IE-GEEN;Stookolie;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6113000;IE-GEEN;Water;€ 200.00;€ 203.00;€ 206.05;€ 209.14;€ 212.27;€ 215.46;;1,5% index;;;
BP2014_2019-0/GBB-CBS/0750-00/6120999/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6120999;IE-GEEN;Overige verzekeringen;€ 795.00;€ 810.90;€ 827.12;€ 843.66;€ 860.53;€ 877.74;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 1.70;€ 1.70;€ 1.70;€ 1.70;€ 1.70;€ 1.70;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6159999;IE-GEEN;Terugbetalingen deelname activiteiten;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6203000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 49,800.00;€ 54,259.79;€ 55,616.28;€ 57,006.69;€ 58,431.86;€ 59,892.66;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;€ 11,600.00;€ 11,890.00;€ 12,187.25;€ 12,491.93;€ 12,804.23;€ 13,124.34;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6223000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen - contractuelen;€ 400.00;€ 410.00;€ 420.25;€ 430.76;€ 441.53;€ 452.56;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6223100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;€ 176.00;€ 179.52;€ 183.11;€ 186.77;€ 190.51;€ 194.32;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6231004;IE-GEEN;Maaltijdcheques;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;;;;;
BP2014_2019-0/GBB-CBS/0750-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 47.00;€ 47.71;€ 48.42;€ 49.15;€ 49.88;€ 50.63;;;;;
BP2014_2019-0/GBB-CBS/0790-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-00;Erediensten;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;ok;;;
BP2014_2019-0/GBB-CBS/0790-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-00;Erediensten;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 1,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;;;;;
BP2014_2019-0/GBB-CBS/0790-01/6494000/BESTUUR/CBS/480/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-01;Kerkfabriek Sint-Antonius;6494000;IE-GEEN;Toegestane werkingssubsidies aan andere overheidsinstellingen;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 2,368.79;€ 2,484.18;;;;;
BP2014_2019-0/GBB-CBS/0790-02/6494000/BESTUUR/CBS/480/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-02;Kerkfabriek Heilig Kruis;6494000;IE-GEEN;Werkingstoelage St.-Hilarius & andere kerkfabrieken;€ 1,765.99;€ 3,570.56;€ 8,412.74;€ 8,051.66;€ 8,889.58;€ 9,266.32;;;;;
BP2014_2019-0/GBB-CBS/0790-03/6494000/BESTUUR/CBS/480/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-03;Kerkfabriek Sint Hilarius;6494000;IE-GEEN;Toegestane werkingssubsidies aan andere overheidsinstellingen;€ 28,672.79;€ 24,936.40;€ 35,839.00;€ 35,801.00;€ 37,413.00;€ 38,375.00;;;;;
BP2014_2019-0/GBB-CBS/0790-05/6494000/BESTUUR/CBS/480/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0790-05;Protestantse kerk;6494000;IE-GEEN;Werkingstoelage Protestantse kerk;€ 7,271.33;€ 6,487.77;€ 7,588.91;€ 7,747.52;€ 7,905.76;€ 8,071.86;;;;;
BP2014_2019-0/1.2.5.1/0800-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0800-00;Gewoon basisonderwijs;6150010;IE-GEEN;Opleidingskosten;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6130001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6130001;IE-GEEN;Vergoedingen prestaties arbeidsgeneeskundige dienst;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;ok;;;
BP2014_2019-0/GBB-CBS/0800-00/6135001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6135001;IE-GEEN;Schoolmaaltijden;€ 29,000.00;€ 29,000.00;€ 29,000.00;€ 29,000.00;€ 29,000.00;€ 29,000.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6141002/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6141002;IE-GEEN;Documentatie en abonnementen;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;ok;;;
BP2014_2019-0/GBB-CBS/0800-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6143005/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6143005;IE-GEEN;Reis- en verblijfkosten (Dienstverplaatsing);€ 1,100.00;€ 1,116.50;€ 1,133.25;€ 1,150.25;€ 1,167.50;€ 1,185.01;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6150001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6150001;IE-GEEN;Aankoop klein materieel;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6150006/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6150006;IE-GEEN;Lidmaatschappen;€ 2,393.41;€ 2,359.00;€ 2,425.00;€ 2,425.00;€ 2,425.00;€ 2,425.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6159999;IE-GEEN;Werkingskosten scholenband;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 49,000.00;€ 50,225.00;€ 51,480.63;€ 52,767.64;€ 54,086.83;€ 55,439.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 6,650.00;€ 6,816.25;€ 6,986.66;€ 7,161.32;€ 7,340.36;€ 7,523.86;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 10,700.00;€ 11,128.00;€ 11,573.12;€ 11,920.31;€ 12,277.92;€ 12,646.26;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 479.60;€ 489.19;€ 498.98;€ 508.96;€ 519.13;€ 529.52;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6231000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6231000;IE-GEEN;Bijdragen aan arbeidsgeneeskundige dienst;€ 2,850.00;€ 2,850.00;€ 2,850.00;€ 2,850.00;€ 2,850.00;€ 2,850.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6231002/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6231002;IE-GEEN;Bijdragen aan andere sociale diensten;€ 1,900.00;€ 1,900.00;€ 1,900.00;€ 1,900.00;€ 1,900.00;€ 1,900.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6231004;IE-GEEN;Maaltijdcheques;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6400007/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6400007;IE-GEEN;Taksen eetwareninspectie;€ 600.00;€ 600.00;€ 600.00;€ 600.00;€ 600.00;€ 600.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6400008/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6400008;IE-GEEN;Bijdragen reprobel;€ 600.00;€ 600.00;€ 600.00;€ 600.00;€ 600.00;€ 600.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6409999/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6409999;IE-GEEN;Overige werkingsbelastingen;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;;;;;
BP2014_2019-0/GBB-CBS/0800-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 94.00;€ 95.41;€ 96.84;€ 98.29;€ 99.77;€ 101.26;;;;;
BP2014_2019-0/1.2.5.1/0800-01/6150010/BESTUUR/CBS/600/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0800-01;Kleuteronderwijs;6150010;IE-GEEN;Opleidingskosten;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;
BP2014_2019-0/5.1.3.1/0800-01/6139999/BESTUUR/CBS/600/IE-GEEN/U;5.1.3.1;Uitbouwen van de refter van de kleutervestiging Opvelp;0800-01;Kleuteronderwijs;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 6,352.50;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6001000;IE-GEEN;Aankoop technisch materiaal;€ 11,500.00;€ 11,500.00;€ 11,500.00;€ 11,500.00;€ 11,500.00;€ 11,500.00;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;ok;;;
BP2014_2019-0/GBB-CBS/0800-01/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 14,000.00;€ 22,000.00;€ 22,000.00;€ 22,000.00;€ 22,000.00;€ 22,000.00;;;;20k voor poetsen per jaar + 2k voor iets anders;
BP2014_2019-0/GBB-CBS/0800-01/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6110000;IE-GEEN;Elektriciteit;€ 4,500.00;€ 4,567.50;€ 4,636.01;€ 4,705.55;€ 4,776.14;€ 4,847.78;;mogelijks wat verschuiven tussen KS en LS;;;
BP2014_2019-0/GBB-CBS/0800-01/6111000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6111000;IE-GEEN;Gas;€ 14,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6113000;IE-GEEN;Water;€ 1,200.00;€ 1,700.00;€ 1,725.50;€ 1,751.38;€ 1,777.65;€ 1,804.31;;1,5% index;1174.44;;
BP2014_2019-0/GBB-CBS/0800-01/6120999/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6120999;IE-GEEN;Overige verzekeringen;€ 300.00;€ 306.00;€ 312.12;€ 318.36;€ 324.73;€ 331.22;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6141001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6141001;IE-GEEN;Kantoorbenodigdheden;€ 250.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 2,600.00;€ 2,600.00;€ 2,600.00;€ 2,600.00;€ 2,600.00;€ 2,600.00;;;;;
